UUID,Downloads,References,Comments,Funding Support,Protocol Name,Series Description,System Vendor,System Model,System Field Strength,Receiver Bandwidth,Number of Channels,Coil Name,Institution Name,Matrix Size,Field Of View,Number of Averages,Number of Slices,Number of Phases,Number of Repetition,Number of Contrasts,Trajectory,Parallel Imaging Factor,Repetition Time,Echo Time,Inversion Time,Flip Angle,Sequence Type,Echo Spacing,Upload Date
4d080529-72a2-4004-a6cb-7f84c5455c98,589,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,AX,AX,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 484 x 1,280 mm x 211.7 mm x 4.5 mm,1,33,1,1,1,cartesian,1.0 x 1.0,4000 ms,65 ms,100 ms,150 °,TurboSpinEcho,9.33 ms,"Aug. 7, 2018, 10:56 a.m."
9ee7c421-bf8b-42b2-96c9-00ba0f41cf4b,575,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,AX,AX,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 484 x 1,280 mm x 211.7 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,4000 ms,65 ms,100 ms,150 °,TurboSpinEcho,9.33 ms,"Aug. 7, 2018, 10:56 a.m."
905567b1-7ea2-4272-96cd-ec9acf195554,611,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,AX,AX,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 484 x 1,280 mm x 211.7 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,4000 ms,65 ms,100 ms,150 °,TurboSpinEcho,9.33 ms,"Aug. 7, 2018, 10:55 a.m."
3806b119-5c9b-4ea4-bf53-bb3b6706149b,604,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,AX,AX,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 484 x 1,280 mm x 211.7 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,4000 ms,65 ms,100 ms,150 °,TurboSpinEcho,9.33 ms,"Aug. 7, 2018, 10:54 a.m."
4b2f85dd-ee7b-485a-b1d9-9ba569adea07,596,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,AX,AX,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 484 x 1,280 mm x 211.7 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,4000 ms,65 ms,100 ms,150 °,TurboSpinEcho,9.33 ms,"Aug. 7, 2018, 10:54 a.m."
8ed409e6-538d-490f-bad6-6929ad1e9151,625,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,AX,AX,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 484 x 1,280 mm x 211.7 mm x 4.5 mm,1,34,1,1,1,cartesian,1.0 x 1.0,4000 ms,65 ms,100 ms,150 °,TurboSpinEcho,9.33 ms,"Aug. 7, 2018, 10:53 a.m."
88fa0347-619f-4d6e-b0a6-d243f06ce163,593,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,31,1,1,1,cartesian,1.0 x 1.0,4300 ms,50 ms,100 ms,175 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:21 a.m."
bde64419-c4c3-4a7f-be23-b38ae6f67454,551,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,35,1,1,1,cartesian,1.0 x 1.0,4760 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:21 a.m."
95560836-9108-4a9d-89ba-a62ba334043e,575,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,31,1,1,1,cartesian,1.0 x 1.0,4300 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:20 a.m."
31040ec1-2c09-4b2d-b772-1079d262cc87,578,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,33,1,1,1,cartesian,1.0 x 1.0,4930 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:19 a.m."
8fc09359-0ea0-4b14-b636-e1d34cc971df,562,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,40,1,1,1,cartesian,1.0 x 1.0,5250 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:18 a.m."
4be8d222-d941-4da5-97cf-c9b04dd8b50e,551,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,34,1,1,1,cartesian,1.0 x 1.0,4630 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:17 a.m."
413d7d8f-4644-4bef-86e2-89f01cd84215,561,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,35,1,1,1,cartesian,1.0 x 1.0,4900 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:16 a.m."
eef301df-b4d5-4a69-b627-84a324e29631,602,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,4900 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:15 a.m."
fa38d775-b213-4c99-847b-9a9ec9ace97c,558,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,35,1,1,1,cartesian,1.0 x 1.0,4760 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:14 a.m."
a48786e2-75f8-4c09-8dcc-a3ee20b9ae81,540,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,4900 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:13 a.m."
dd096d52-40a6-48a2-b55e-39dcc9115691,535,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,31,1,1,1,cartesian,1.0 x 1.0,4300 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:12 a.m."
4ee8c9fe-cee4-47db-824e-f49862797f66,571,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,35,1,1,1,cartesian,1.0 x 1.0,4900 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:12 a.m."
38b97dec-7d88-4746-94a0-47c7e3295115,562,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,37,1,1,1,cartesian,1.0 x 1.0,5030 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:11 a.m."
c5313660-3d9f-4337-815d-cb9dbf35e55a,572,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,40,1,1,1,cartesian,1.0 x 1.0,5440 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:10 a.m."
6c3e7462-d1af-4f81-85ec-ba01e142e098,546,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,34,1,1,1,cartesian,1.0 x 1.0,4630 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:09 a.m."
708d3627-7e12-48bf-b830-205c74323e77,530,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,40,1,1,1,cartesian,1.0 x 1.0,5440 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:08 a.m."
60418802-cd0c-4753-8582-d26bd7f0f7cb,564,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,4900 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:06 a.m."
e222e8f8-5e08-46fd-97d8-3c68c2aabb40,539,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,5170 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:05 a.m."
ed9b83c0-ca84-4777-8038-e7c5dcbe8543,563,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,SAG,SAG,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 646 x 1,280 mm x 282.8 mm x 4.5 mm,1,33,1,1,1,cartesian,1.0 x 1.0,4490 ms,50 ms,100 ms,180 °,TurboSpinEcho,10.01 ms,"Aug. 7, 2018, 7:04 a.m."
b03f0bf5-200e-45b5-818e-e4a37142e2f5,571,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:49 a.m."
c1fb122c-708c-4581-aab0-5b01f382946f,502,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:49 a.m."
dc05dd93-dd4c-478d-b6b5-79fb80095b73,505,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:49 a.m."
993716e9-b5f0-4c30-a059-c003182d0f9c,496,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:49 a.m."
662e8e76-9f0c-4f90-8fa0-85d1be9e68db,500,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,40,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,151 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:48 a.m."
70983198-5b4e-4081-91f4-0c461f7daebd,524,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,40,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,156 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:47 a.m."
724570fe-a822-4faf-9835-8011e318f836,488,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:47 a.m."
1b996273-8d22-4f6e-a062-1e8cb4e9800b,486,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:46 a.m."
a0062756-d20b-4dc7-ba1a-76b5367a7c45,513,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,42,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:45 a.m."
c734e0b0-a0dc-418a-ba68-44b158b00c16,494,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,35,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:45 a.m."
